,type,id,lat,lon,tags_addr:city,tags_amenity,tags_name,geometry,index_right,ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AREA,SHAPE_LEN
31,node,2185003542,40.601943,-73.8899994,,,RC Aircraft Flying,POINT (-73.88999939999999 40.601943),132,11234,0,Brooklyn,85853.0,206201040.087973,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
58,node,3452649638,40.5864622,-73.8798903,,,The Floyd Bennett Field Archery Range,POINT (-73.8798903 40.5864622),132,11234,0,Brooklyn,85853.0,206201040.087973,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
33,node,2206252112,40.7722375,-73.7684117,,,World of Discovery Day Camp,POINT (-73.7684117 40.7722375),255,11361,0,Bayside,28496.0,50163518.2433512,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
56,node,2881810194,40.7630778,-73.7705235,,,Lucille Roberts,POINT (-73.7705235 40.7630778),255,11361,0,Bayside,28496.0,50163518.2433512,NY,Queens,36,081,http://www.usps.com/,0.0,0.0
35,node,2321125647,40.69789,-73.9942706,Brooklyn,,Eastern Athletics,POINT (-73.99427059999999 40.69789),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
36,node,2322155477,40.6954796,-73.9962669,Brooklyn,,Heights Casino,POINT (-73.99626689999999 40.6954796),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
130,way,245221173,40.6885007,-73.9913602,Brooklyn,,New York Sports Club,POINT (-73.9913602 40.6885007),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
131,way,245221197,40.6883028,-73.9916043,,,New York Sports Club,POINT (-73.99160430000001 40.6883028),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
132,way,248153051,40.6867385,-73.9935165,,,Court Street Health & Fitness,POINT (-73.9935165 40.6867385),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
177,way,328275185,40.69956,-73.9988144,,,,POINT (-73.9988144 40.69956),108,11201,0,Brooklyn,53041.0,41094886.7657365,NY,Kings,36,047,http://www.usps.com/,0.0,0.0
37,node,2377128171,40.7475912,-73.9970941,New York,,Midtown Tennis Club,POINT (-73.9970941 40.7475912),82,10001,0,New York,22413.0,17794940.7727089,NY,New York,36,061,http://www.usps.com/,0.0,0.0
68,node,3958246946,40.7443775,-73.9901207,New York,,PopPhysique,POINT (-73.99012070000001 40.7443775),82,10001,0,New York,22413.0,17794940.7727089,NY,New York,36,061,http://www.usps.com/,0.0,0.0
81,node,4477606145,40.7508501,-74.0060476,New York,,Body by Simone,POINT (-74.0060476 40.7508501),82,10001,0,New York,22413.0,17794940.7727089,NY,New York,36,061,http://www.usps.com/,0.0,0.0
82,node,4546354204,40.74453,-73.9893113,New York,dojo,Evolution Muay Thai,POINT (-73.9893113 40.74453),82,10001,0,New York,22413.0,17794940.7727089,NY,New York,36,061,http://www.usps.com/,0.0,0.0
93,node,5910442389,40.7457368,-73.9900731,,,Manhattan Barbell,POINT (-73.9900731 40.7457368),82,10001,0,New York,22413.0,17794940.7727089,NY,New York,36,061,http://www.usps.com/,0.0,0.0
